id,cost,card_name,craft_id
123134010,1,Erosive Annihilation,1
124124010,1,Verdant Protection,1
125134010,1,Whirlwind Assault,1
126114010,1,Floral Breeze,1
717114010,1,Floral Breeze,1
101122020,1,Woodland Refuge,1
106133010,1,Spring-Green Protection,1
107113010,1,Firesprite Grove,1
109113010,1,Fairy Refuge,1
100211010,1,Quickblader,2
702211010,1,"Ta-G, Katana Unsheathed",2
101211010,1,Ninja Trainee,2
101211120,1,Vanguard,2
106231020,1,Perseus,2
107211030,1,Wolf Fang Swordsman,2
108211010,1,Axe Princess,2
109221020,1,Sellsword Lucius,2
110231010,1,Rapier Master,2
113211010,1,"Lounes, Levin Apprentice",2
115241010,1,"Kagemitsu, Matchless Blade",2
117221020,1,"Ernesta, Weapons Hawker",2
118211030,1,Shinobi Tanuki,2
118231020,1,Radical Gunslinger,2
120221020,1,Homebound Infantryman,2
715221010,1,Homebound Infantryman,2
122231020,1,Axe Pirate,2
123211030,1,Penguin Guardian,2
123221030,1,Adherent of Hollowness,2
124221020,1,Bumpkin Recruit,2
717221020,1,Bumpkin Recruit,2
125211030,1,Kitty Sergeant,2
125221010,1,Brave Vanguard,2
126211030,1,Morgenstern Maid,2
126221020,1,Suave Bandit,2
126231010,1,"Amerro, Spear Knight",2
717231020,1,"Amerro, Spear Knight",2
100214010,1,Unbridled Fury,2
705214010,1,Unbridled Fury,2
102214040,1,Mentor's Teachings,2
107224010,1,Accolade,2
108234010,1,Chromatic Duel,2
109214010,1,Grand Auction,2
113224010,1,King's Welcome,2
709224020,1,King's Welcome,2
113234010,1,Meet the Levin Sisters!,2
114224010,1,Tempered Aether,2
114234020,1,Levin Justice,2
115224010,1,Grand Acquisition,2
117214010,1,Pompous Summons,2
117234010,1,Decisive Strike,2
713234010,1,Decisive Strike,2
118224010,1,Dramatic Retreat,2
121214010,1,Brothers United,2
121234010,1,Sunny Day Encounter,2
122214010,1,Royal Summons,2
123224010,1,Serration Wave,2
123234010,1,Ultimate Hollow,2
124224010,1,Return from the Brink,2
124234010,1,Night on the Town,2
101232020,1,Front Lines,2
104213010,1,Spring Cleaning,2
113331010,1,"Melvie, Princess Witch",3
115311010,1,Talisman Disciple,3
117321010,1,Juggling Moggy,3
118341010,1,"Maiser, Neighborhood Hero",3
119321020,1,"Alistair, Tiny Magus",3
121321010,1,"Marie, Flowery Magician",3
122341030,1,Superior Contractor,3
126311020,1,Cardseer,3
100314010,1,Insight,3
705314010,1,Insight,3
101324030,1,Commence Experiment,3
107324010,1,Mysterian Knowledge,3
114324010,1,Arcane Aether,3
117314010,1,Magical Augmentation,3
118334010,1,Pursuit of Truth,3
119314010,1,Impalement Arts,3
715314010,1,Impalement Arts,3
120324010,1,Riven Earth,3
121334010,1,Guild Assembly,3
122314010,1,Stone Bullet,3
123324010,1,Secrets of Onmyodo,3
715324010,1,Secrets of Onmyodo,3
125314020,1,Enchanting Spell,3
102312040,1,Scrap Iron Smelter,3
110312010,1,Scrap Iron Smelter,3
105312010,1,Witch's Cauldron,3
113312010,1,Witch's Cauldron,3
106312010,1,Starseer's Telescope,3
109332010,1,Mystic Rune,3
101411010,1,Ivory Dragon,4
110421020,1,"Giselle, Mermaid Healer",4
110421030,1,Disciple of Disdain,4
112431010,1,Soaring Dragonewt,4
114431020,1,"Marion, Elegant Dragonewt",4
117411020,1,Dragonclad Lancer,4
118411020,1,Wyrmfire Engineer,4
122421010,1,Ocean Spirit,4
122431010,1,Bejeweled Dragon,4
123421030,1,Adherent of Ardor,4
124411030,1,Dragon Breeder,4
126421020,1,Mermaid Songstress,4
126431020,1,Hammer Dragonewt,4
100414020,1,Blazing Breath,4
107414010,1,Stormborne Wings,4
107424010,1,Dragon Horde,4
110434010,1,Disdainful Rending,4
114424010,1,Feral Aether,4
115414010,1,Flamewinged Might,4
713414010,1,Flamewinged Might,4
116424010,1,Scalebound Plight,4
119424010,1,Dragon Rearing,4
715424010,1,Dragon Rearing,4
120434010,1,Prime Conflagration,4
121424010,1,Newfound Allies,4
122414010,1,Dragon's Awakening,4
123414010,1,Dragon Hunt,4
715414010,1,Dragon Hunt,4
123434010,1,Ardent Torch,4
125414010,1,Mermaid Song,4
717414010,1,Mermaid Song,4
126424010,1,Draconic Armor,4
717424010,1,Draconic Armor,4
102442010,1,Dragonsong Flute,4
104412010,1,Dragon's Nest,4
113433010,1,Dragon's Hoard,4
101511120,1,Skull Beast,5
101521010,1,Skeleton Fighter,5
104511020,1,Deadmoon Disciple,5
108511030,1,Mischievous Spirit,5
109541030,1,Gremory,5
113511010,1,"Mino, Crafty Reaper",5
114521020,1,Night of the Living Dog,5
115531010,1,"Miyako, Pudding Poltergeist",5
711531010,1,"Miyako, Pudding Poltergeist",5
118511020,1,Bone Fanatic,5
119521010,1,"Shao, Shady Apothecary",5
121541030,1,"Luna, Soul Keeper",5
123521020,1,Skull Fanatic,5
124511010,1,Inn Ghosthound,5
125521010,1,"Mino, Daydreaming Reaper",5
126521010,1,Mischievous Zombie,5
101514010,1,Soul Conversion,5
109514010,1,Soul Conversion,5
103524010,1,Ghostly Grasp,5
107524010,1,Grave Invitation,5
110514010,1,Silent Purge,5
111534010,1,Sonata of Silence,5
112534010,1,Deathguard,5
114524010,1,Necromantic Aether,5
115514010,1,Demonic Procession,5
119524010,1,Undead Parade,5
121534010,1,Steeled Hopes,5
123514010,1,Spirit Invasion,5
717514010,1,Spirit Invasion,5
123534010,1,Spiteful Screams,5
715534010,1,Spiteful Screams,5
124514010,1,Entanglement,5
124534010,1,Call of the Great Arm,5
101522010,1,Burial Grounds,5
101532010,1,Ghouls' Banquet,5
105513010,1,Haunted House,5
118513010,1,Cursed Coin,5
101611040,1,Ambling Wraith,6
101621060,1,Cursebrand Vampire,6
108621010,1,"Buller, Blood Maiden",6
110621020,1,Disciple of Lust,6
115621030,1,"Lucius, Vampire Slayer",6
117611020,1,Silverbolt Hunter,6
119611010,1,Rouge Vampire,6
123621010,1,Briared Vampire,6
123621030,1,Adherent of Desire,6
124611010,1,Bat Usher,6
124621020,1,Scorpion of the Depths,6
125631020,1,Demonbrand Vampire,6
102624030,1,Precious Bloodfangs,6
103614010,1,Executioner's Axe,6
105624010,1,Furtive Fangs,6
108624010,1,Red Talonstrike,6
111624010,1,Kiss of Lust,6
114624010,1,Lunatic Aether,6
115634010,1,Creeping Madness,6
117634010,1,Nightscreech,6
118624010,1,Bloodfall,6
713624020,1,Bloodfall,6
120614010,1,Silverbolt Hail,6
121634010,1,Rejuvenate the Spark,6
123634010,1,Loathing Desire,6
124614010,1,Murderous Application,6
124634010,1,Eternal Contract,6
717634010,1,Eternal Contract,6
125614010,1,Creeping Malice,6
717614010,1,Creeping Malice,6
126614010,1,Infernal Orchestration,6
717614020,1,Infernal Orchestration,6
101623010,1,Bloodfed Flowerbed,6
121613010,1,Lone Promise,6
122613010,1,Sanguine Necklace,6
109721010,1,Father Punishment,7
109731020,1,"Petra, Ether of the Wind",7
111711010,1,Temple Windbear,7
111741030,1,Elysian Saint-Hares,7
113711010,1,Tender Rabbit Healer,7
113741030,1,Destiny Wing Knight,7
114721010,1,"Pyne, Holy Police",7
118711010,1,Sacred Stone Apostle,7
119721010,1,"Will, Underworld Priest",7
121731020,1,Empyreal Unicorn,7
121741020,1,"Meowskers, Fluffy Consul",7
122731010,1,Cursed Maiden,7
124711010,1,Fox of Fortune,7
125711010,1,Reverend Punishment,7
113724010,1,Passing of Lore,7
114724010,1,Virtuous Aether,7
117724010,1,Jeweled Brilliance,7
713724010,1,Jeweled Brilliance,7
121714010,1,Mark Unleashed,7
121724010,1,Unlikely Fellowship,7
124724010,1,Spiritual Blow,7
100713020,1,Summon Pegasus,7
101713010,1,Pinion Prayer,7
101713020,1,Sacred Plea,7
101733010,1,Hare of Illusions,7
106733010,1,Globe of the Starways,7
107713020,1,Featherfall Hourglass,7
107732010,1,Summit Temple,7
119732010,1,Summit Temple,7
109713010,1,Sealed Tome,7
113733010,1,Golden Bell,7
713733010,1,Golden Bell,7
114713010,1,Snnneak Attack!,7
117733010,1,Temple of Heresy,7
119713010,1,Unicorn Altar,7
122733010,1,Holy Lion Sanctum,7
125713010,1,Sublime Talisman,7
125723010,1,Hierophant's Implements,7
126732010,1,Bejeweled Shrine,7
717732010,1,Bejeweled Shrine,7
110821010,1,Inspired Inventor,8
112821010,1,Mechagun Wielder,8
115811010,1,Sure-Sighted Lancer,8
115821010,1,Barrage Brawler,8
116821020,1,Technomancer,8
117811020,1,Robotic Engineer,8
118811020,1,Stringmaster,8
120811030,1,Micro Assault Bot,8
121811010,1,Iron Hero,8
122811020,1,Young Threadmaster,8
717811010,1,Young Threadmaster,8
123841020,1,Wielder of the Cosmos,8
124821010,1,Tinkering Shopkeeper,8
125811030,1,Robopup,8
717811020,1,Robopup,8
126811010,1,Mech Wing Attendant,8
126821010,1,Sweeper Doll,8
107824020,1,Metaproduction,8
111814010,1,Joy of Destruction,8
708814010,1,Joy of Destruction,8
112834010,1,Augmentation Bestowal,8
709834010,1,Augmentation Bestowal,8
113824010,1,Metadivision,8
713824010,1,Metadivision,8
114814010,1,Doll Operation,8
114824010,1,Enigmatic Aether,8
116814010,1,Syntonization,8
117824010,1,Artifact Scan,8
713824020,1,Artifact Scan,8
118814010,1,Mechanical Designs,8
120824010,1,Planar Breach,8
120834010,1,Quicksilver Aegis,8
121824010,1,Dual Swords of Longing,8
122844010,1,Calamity's Genesis,8
123834010,1,Melody's Return,8
124814010,1,Craftsman's Pride,8
125814010,1,Cultivate Life,8
125834010,1,Cyclical Fate,8
717834010,1,Cyclical Fate,8
107813030,1,Acceleratium,8
107823010,1,Ancient Amplifier,8
107833010,1,Nilpotent Entity,8
109813010,1,Ancient Apparatus,8
111843010,1,Orb of Desecration,8
100011020,2,Fighter,0
101011010,2,Minotaur,0
101021010,2,Bellringer Angel,0
102021020,2,Unicorn Dancer Unica,0
102031030,2,Demonic Simulacrum,0
103011040,2,Sektor,0
103011060,2,Hamsa,0
103021030,2,"Lyrial, Celestial Archer",0
104011040,2,Owlcat,0
104021030,2,Wandering Bard Elta,0
105021010,2,Actress Feria,0
106021010,2,Evelisia the Fallen,0
107011030,2,Happy Pig,0
108011020,2,Tart Man,0
108021010,2,Valkyrie of Order,0
108031020,2,Paradise Vanguard,0
707031010,2,Paradise Vanguard,0
109031010,2,"Lyria, Azure Maiden",0
109041020,2,Legendary Fighter,0
110011030,2,Goblin Fighter,0
111011030,2,"Reize, Spice Cherub",0
111031010,2,"Ephemera, Sword Angel",0
112011020,2,"Hnikar, Warring Thunder",0
112011030,2,Robogoblin,0
113011010,2,Hoverboard Mercenary,0
113021010,2,"Unica, Unicorn Maiden",0
113021020,2,Apollo,0
114011020,2,Sweet-Tooth Sleuth,0
114021010,2,Extreme Carrot,0
114031010,2,Desert Pathfinder,0
712031010,2,Desert Pathfinder,0
114031020,2,Dawn's Splendor,0
115011020,2,Bazooka Goblins,0
116011020,2,Wayfaring Illustrator,0
116031010,2,Changewing Cherub,0
117021010,2,Cloud Gigas,0
118011020,2,Quixotic Adventurer,0
715011010,2,Quixotic Adventurer,0
118031010,2,Wandering Chef,0
118041020,2,Ramiel,0
119011020,2,Master Sleuth,0
119021020,2,"Io, Journeymage",0
119031010,2,"Vyrn, Li'l Red Dragon",0
119031020,2,Archangel of Remembrance,0
120011020,2,Armored Goblin,0
121011020,2,Dungeon Minotaur,0
121031020,2,Master Chef,0
122011020,2,Froggy Maestro,0
122031020,2,Guiding Bellringer Angel,0
123011010,2,Nomadic Conductor,0
123031010,2,Arael,0
123041020,2,"Gilnelise, Ravenous Craving",0
124031020,2,Glistering Angel,0
125011020,2,Angel of Boons,0
125021010,2,Ambitious Goblin Mage,0
125041020,2,Metatron,0
126011010,2,Angel of Adjudication,0
126021010,2,Tellurian Painter,0
101014010,2,Keen Enchantment,0
101024040,2,Trail of Light,0
101034010,2,Altered Fate,0
109014010,2,Investigation,0
109034010,2,Seraphic Blade,0
707034010,2,Seraphic Blade,0
114014010,2,Travelers' Respite,0
712014010,2,Travelers' Respite,0
117014010,2,Sudden Showers,0
119014010,2,Angelic Melody,0
120044010,2,Planetary Fracture,0
123014010,2,Perilous Setback,0
123034010,2,Second Advent of the Omens,0
123034020,2,Birth of the Ravenous,0
124014010,2,Burst Tackle,0
124034010,2,Stay in Paradise,0
125014010,2,Dreams of Adventure,0
126034010,2,Greater Will,0
100012010,2,Well of Destiny,0
103012020,2,Valkyrie's Spear,0
106033010,2,Staircase to Paradise,0
109023010,2,Genesis of Legend,0
113013010,2,Strategic Assembly,0
100111020,2,Fairy Whisperer,1
100111040,2,Elf Guard,1
100121020,2,Elf Metallurgist,1
101111030,2,Dungeoncrawl Fairy,1
101111040,2,Fairy Bringer,1
101111070,2,Wandering Elf Mage,1
101111090,2,Elf Wanderer,1
101121020,2,Blessed Fairy Dancer,1
101131020,2,Rhinoceroach,1
102111010,2,Dwarf Perfumer,1
102111020,2,Elf Bard,1
102131030,2,Elf Girl Liza,1
103121030,2,Crystalia Lily,1
104111020,2,Dryad,1
104121020,2,"Sukuna, Brave and Small",1
105111020,2,"Tweedle Dum, Tweedle Dee",1
105121010,2,Abby the Axe Girl,1
105141020,2,Fairy Dragon,1
106111010,2,Fita the Gentle Elf,1
106121010,2,Elf Singer Harmony,1
107111030,2,Leaf Man,1
107121020,2,Furious Elder Weedman,1
107131010,2,"Rayne, Elf Smith",1
107141020,2,Insect Lord,1
108111020,2,Servant of the Spellgrove,1
108131010,2,"Paula, Icy Warmth",1
108131030,2,Storied Falconer,1
109111010,2,Devil Flower,1
109111020,2,Utopian Fairy,1
110111020,2,Servant of Unkilling,1
110131030,2,"Lily, Crystalian Conductor",1
111111010,2,Zealot of Unkilling,1
111121020,2,"Michelle, the Mind Reader",1
112111010,2,Daisybow Archer,1
112141020,2,"Cleft, Dual Fencer",1
113121010,2,Wellspring Elf Princess,1
113131020,2,Guard of the Machinatree,1
114111030,2,Ghastly Treant,1
114121020,2,Blossom Spirit,1
114131020,2,Avatar of Fruition,1
115111010,2,Greenwood Guardian,1
115121010,2,Woodland Cleaver,1
115131020,2,"Rino, Cleansweep Archer",1
115131030,2,Greenbrier Elf,1
115141020,2,"Kokkoro, Faithful Guide",1
116111020,2,Springleaf Sprite,1
116121010,2,Mechaboomerang Elf,1
117111020,2,Blossoming Archer,1
118111020,2,Forest Patroller,1
118131020,2,"Sukuna, Mighty Malleteer",1
119111010,2,Elf Sorcerer,1
119121020,2,"Mimlemel, Freewheeling Lass",1
119131030,2,"Sen, Stormclaw Cat",1
120111020,2,Edgy Elf,1
120121020,2,Feybolt Archer,1
121111010,2,Fairy Healer,1
121121010,2,Beastfolk Harvester,1
121141030,2,"Arisa, Evergreen Arrow",1
122111030,2,Lazy Sloth,1
122121030,2,Phantombloom Predator,1
715121010,2,Phantombloom Predator,1
122141020,2,Noxious Elf,1
123111020,2,Bouquet Fairy,1
123121030,2,Adherent of Annihilation,1
123131010,2,Blossoming Lunerian,1
123141010,2,"Amataz, Reverse Blader",1
124111020,2,"Calyx, Botanical Doctor",1
124121010,2,Elven Waitress,1
124131020,2,Fairytale Prince,1
124141030,2,"Yggdrasil, Root of Life",1
125111020,2,Machete Elf,1
125141020,2,"Rayne, Divine Smith",1
717141020,2,"Rayne, Divine Smith",1
126111010,2,Free-Spirited Elf,1
126111030,2,Flying Mistletoe Squirrel,1
126121030,2,Forest Merchant,1
126131010,2,"Slade, Blossoming Wolf",1
100114010,2,Sylvan Justice,1
705114010,2,Sylvan Justice,1
713114010,2,Sylvan Justice,1
101114020,2,Pixie Mischief,1
101114040,2,Woodkin Curse,1
102114050,2,Glimmering Wings,1
105134010,2,Elf Twins' Assault,1
106124010,2,Elf Song,1
111124010,2,Predatory Might,1
708124010,2,Predatory Might,1
112134010,2,Aria's Whirlwind,1
116114010,2,Take to the Canopies,1
116134010,2,Intertwined Resolve,1
117124010,2,Soothing Spell,1
713124020,2,Soothing Spell,1
118124010,2,Corrosive Thorns,1
118134010,2,Fairy Flowering,1
120134010,2,Elemental Slash,1
715134010,2,Elemental Slash,1
121124010,2,Friendly Embrace,1
715124010,2,Friendly Embrace,1
123114010,2,Seed Barrage,1
715114010,2,Seed Barrage,1
124114010,2,Elven Craftsmanship,1
101113010,2,Forest of Dreams,1
105123010,2,Wood of Brambles,1
108113010,2,Flower of Fairies,1
110113010,2,Whispering Woods,1
120123010,2,Tree of Wonders,1
100211020,2,Oathless Knight,2
100211060,2,Kunoichi Trainee,2
101211020,2,Fervid Soldier,2
101211030,2,Palace Fencer,2
101211040,2,Cyclone Soldier,2
101211050,2,Centaur Vanguard,2
101211110,2,Veteran Lancer,2
101221010,2,Maid Leader,2
101221020,2,Assassin,2
101221080,2,Luminous Knight,2
101221090,2,Princess Vanguard,2
102211020,2,Fearless Banneret,2
102221010,2,Gunner Maid Seria,2
103211050,2,Samurai,2
103221030,2,"Gelt, Vice Captain",2
104211020,2,Naval Guard Simone,2
105221030,2,Bladed Hedgehog,2
105231010,2,"Maisy, Red Riding Hood",2
106221010,2,Cuhullin,2
702221010,2,Lancer,2
106231010,2,"Lux, Solar Lancer",2
107221020,2,Homebound Mercenary,2
107231020,2,Noble Chancellor,2
108211030,2,Holy Bear Knight,2
108221020,2,Savage Swordsman,2
108231010,2,Innocent Princess Prim,2
108231020,2,"Dario, Demon Count",2
108241010,2,Sky Commander Celia,2
109211030,2,Tycoon,2
110211030,2,Servant of Usurpation,2
111211030,2,"Ernesta, Magic Dealer",2
111231010,2,"Leod, the Crescent Blade",2
112211010,2,Cybercannoneer,2
112211020,2,Dauntless Commander,2
113211020,2,Levin Archer,2
113221010,2,Splendid Fencer,2
113221020,2,"Jeno, Levin Stalwart",2
114211030,2,Lupine Axeman,2
114221020,2,"Valse, Champion Deadeye",2
115211020,2,Samurai Outlaw,2
115221020,2,Twinsword Master,2
115231010,2,Steadfast Samurai,2
116211010,2,Gizmo Courier,2
116221020,2,Panther Scout,2
116221030,2,Levin Beastmaster,2
116231020,2,Pompous Prince,2
117211030,2,Honorable Thief,2
117231020,2,"Ilmisuna, Discord Hawker",2
118211020,2,Naht's Henchman,2
119221010,2,"Arthur, Slumbering Dragon",2
119221020,2,"Mordred, Slumbering Lion",2
119231010,2,"Mirin, Samurai Dreamer",2
120211010,2,Ballroom Assassin,2
120221010,2,Fortress Strategist,2
120231020,2,Cat Admiral,2
121211010,2,Countersolari Survivor,2
121211030,2,Flying Messenger Squirrel,2
121221020,2,Bladerights Lieutenant,2
122211020,2,Cavalry Trooper,2
122231010,2,Assault Knight,2
123211020,2,Chivalrous Bandit,2
123231020,2,Arsène Lupin,2
124211010,2,Front Desk Frog,2
124241010,2,"Taketsumi, Aconite Paladin",2
125211010,2,Illustrious Thief,2
125211020,2,"Lyrala, Luminous Cleric",2
125221030,2,Luminous Lancer,2
125231010,2,Swiftspeed Quickblader,2
125231020,2,Steeled Luminous Knight,2
126211010,2,Flame Soldier,2
126211020,2,Resplendent Knight,2
126221030,2,Spellscourger,2
101224010,2,Conscription,2
102224040,2,Whole-Souled Swing,2
105224010,2,Shield of Flame,2
106224010,2,Armor of the Stars,2
110214010,2,Usurping Spineblade,2
111214010,2,Godsent Stride,2
708214010,2,Godsent Stride,2
112224010,2,Ivory Sword Dance,2
709224010,2,Ivory Sword Dance,2
114214010,2,Mirror Image,2
114234010,2,Elegance in Action,2
709234010,2,Elegance in Action,2
117224010,2,Shield Phalanx,2
119224010,2,Proven Methodology,2
120224010,2,Auction the Spoils,2
121224010,2,Shadowed Memories,2
124214010,2,Haggler's Gambit,2
717214010,2,Haggler's Gambit,2
125214010,2,Shuriken Jutsu,2
101222010,2,Ironwrought Fortress,2
109223010,2,Ageworn Weaponry,2
100311010,2,"Sammy, Wizard's Apprentice",3
101311010,2,Penguin Wizard,3
101311020,2,Crafty Warlock,3
101311060,2,Apprentice Alchemist,3
101321040,2,Scholarly Witch,3
102331010,2,Timeworn Mage Levi,3
103311030,2,"Craig, Wizard of Mysteria",3
103321030,2,Dwarf Alchemist,3
104321020,2,Freshman Lou,3
104321030,2,Magic Illusionist,3
105311010,2,Witch of Sweets,3
105311030,2,Carbuncle of Mysteria,3
106311030,2,Magic Owl,3
106341010,2,Star Reader Stella,3
107311020,2,"Mr. Bertrand, Magic Mentor",3
108311010,2,Witch of Foresight,3
108311030,2,Beastfaced Mage,3
108321020,2,Mysterian Wyrmist,3
109311010,2,Black Witch Anna,3
110311010,2,"Owen, Knight of Mysteria",3
110331020,2,Apostle of Truth,3
111311010,2,Rabbit Mage,3
111341030,2,"Geos, Runehammer",3
112311030,2,"Shirati, Mysterian Mogul",3
112321020,2,Mechanized Lifeform,3
112341030,2,"Solomon, Lord of Magic",3
113311010,2,Jetbroom Witch,3
113311030,2,Electrokitty,3
114311010,2,Geoelementist,3
114311030,2,Gigahand Golem,3
115311020,2,Aeroelementalist,3
115311030,2,Charming Gentlemouse,3
116311010,2,Device Diviner,3
116321010,2,Earth Sorceress,3
116321020,2,Vergewalker Magician,3
116341030,2,"Uhlein, Grand Magus",3
117311010,2,Creative Conjurer,3
117341010,2,"0. Lhynkal, The Fool",3
117341030,2,"Runie, Resolute Diviner",3
716341010,2,"Runie, Resolute Diviner",3
118311010,2,Rivaylian Deputy,3
118341030,2,Transcendent Simulacrum,3
119321010,2,"Elmott, Pyrestarter",3
119331020,2,Astral Dancer,3
120311030,2,Magical Squirrel,3
120341030,2,"Mileka, Celestial Seer",3
121311020,2,Awakened Robot,3
121331020,2,Parasol Witch,3
121341020,2,"Eleanor, Glorious Flower",3
715341010,2,"Eleanor, Glorious Flower",3
122311020,2,Clay Sorceress,3
122311030,2,Mysterian Chandelian,3
123321010,2,Broom Witch,3
123331010,2,Covetous Witch,3
123341020,2,Sacred Bird of Wisdom,3
124311010,2,Owl Receptionist,3
124341030,2,"Riley, Astral Shaman",3
125311010,2,Wise Owl,3
125321010,2,"Levi, Sapience Supreme",3
125321020,2,"Hanna, Mysterian Maid",3
126331010,2,"Milady, Mystic Queen",3
100314020,2,Magic Missile,3
709314030,2,Magic Missile,3
100314030,2,Conjure Golem,3
713314020,2,Conjure Golem,3
100314040,2,Wind Blast,3
709314020,2,Wind Blast,3
101314010,2,Kaleidoscopic Glow,3
105334010,2,Golem Assault,3
106334010,2,Chain of Calling,3
109314010,2,Grand Spire,3
111314010,2,Witch Snap,3
708314010,2,Witch Snap,3
112334010,2,Presto Chango,3
113334010,2,The Mysterian Project,3
114314010,2,Mysterian Wisdom,3
115314010,2,Shikigami Summons,3
116334010,2,Sorcery in Solidarity,3
117324010,2,Authoring Tomorrow,3
117334010,2,Madcap Conjuration,3
118324010,2,Scorching Blast,3
119324010,2,Elixir Mixer,3
119334010,2,Force Barrier,3
120314010,2,Arcane Duplication,3
122324010,2,Counter Magic,3
124314020,2,Earthen Fist,3
124334010,2,Story of a Lifetime,3
126314010,2,Aqueous Sphere,3
126334010,2,Magical Strategy,3
717334020,2,Magical Strategy,3
101312010,2,Teachings of Creation,3
102312050,2,Red-Hot Ritual,3
104313010,2,Enchanted Library,3
107322010,2,Silent Laboratory,3
114322010,2,Silent Laboratory,3
115332010,2,Mirror of Truth,3
100411010,2,Dragonrider,4
101411020,2,Maelstrom Dragon,4
101411060,2,Sandstorm Dragon,4
101411110,2,Fire Lizard,4
101431010,2,Dragonewt Scholar,4
101431040,2,Shapeshifting Mage,4
102411020,2,Mushussu,4
102411040,2,Wildfang Dragonewt,4
103411050,2,Dragontamer,4
103411060,2,Luxfang Kit,4
103431030,2,Date Masamune,4
105411010,2,Dragon Summoner,4
106411010,2,Dragonrearer Matilda,4
107421010,2,"Marion, Fierce Dragonewt",4
107431010,2,"Aiela, Dragon Sword",4
108411040,2,Somniferous Whitewyrm,4
108421010,2,Heroic Dragonslayer,4
108441030,2,Whitefrost Dragonewt Filene,4
706441010,2,Whitefrost Dragonewt Filene,4
109411010,2,Dragon Huntress,4
109421020,2,Hatchling,4
110411030,2,Servant of Disdain,4
110441030,2,"Masamune, Raging Dragon",4
111411020,2,Zealot of Disdain,4
112411010,2,Doting Dragoneer,4
112411030,2,Boomfish,4
112421010,2,Assault Dragoon,4
112441020,2,"Byron, Fullmetal Dragoon",4
113411010,2,Gadget Mermaid,4
114411030,2,Lightning Velociraptor,4
114421010,2,Bubbleborne Mermaid,4
115411010,2,Swordwhip Dragoon,4
115421030,2,Ice Dancing Dragonewt,4
115431020,2,"Inori, Timid Dragonmaiden",4
115441010,2,"Garyu, Supreme Dragonkin",4
116411030,2,Rockback Ankylosaurus,4
116431020,2,Steelcap Pachycephalosaurus,4
116441010,2,"Rola, Inferno Dragoon",4
714441020,2,"Rola, Inferno Dragoon",4
117411010,2,Springwell Dragon Keeper,4
117411030,2,Tropical Grouper,4
117421020,2,Wavecrest Angler,4
118421020,2,Dragonfolk Artificer,4
118431010,2,Resplendent Phoenix,4
716431010,2,Resplendent Phoenix,4
119411030,2,Shark Warrior,4
119411040,2,Mermaid Archer,4
120411010,2,Margarite Mermaid,4
